Country,Year,Drought,Flood,Earthquake,Extreme weather,Extreme temperature,Volcanic activity,Wildfire,Glacial lake outburst flood,Dry mass movement,Wet mass movement,Fog
Cuba,1969,0,0,0,35,0,0,0,0,0,0,0
Cuba,1969,0,0,0,0,0,0,0,0,0,0,0
Cuba,1969,0,0,0,14,0,0,0,0,0,0,0
Cuba,1969,0,0,0,1750,0,0,0,0,0,0,0
Cuba,1969,0,0,0,0,0,0,0,0,0,0,0
Cuba,1969,0,0,0,5,0,0,0,0,0,0,0
Cuba,1969,0,0,0,0,0,0,0,0,0,0,0
Cuba,1969,0,0,0,20,0,0,0,0,0,0,0
Cuba,1969,0,0,0,6,0,0,0,0,0,0,0
Cuba,1969,0,0,0,3,0,0,0,0,0,0,0
Cuba,1969,0,0,0,4,0,0,0,0,0,0,0
Cuba,1969,0,0,0,20,0,0,0,0,0,0,0
Cuba,1969,0,0,0,0,0,0,0,0,0,0,0
Cuba,1969,0,0,0,10,0,0,0,0,0,0,0
Cuba,1970,0,0,0,9,0,0,0,0,0,0,0
Cuba,1970,0,0,0,6,0,0,0,0,0,0,0
Cuba,1970,0,0,0,0,0,0,0,0,0,0,0
Cuba,1970,0,0,0,0,0,0,0,0,0,0,0
Cuba,1970,0,0,0,0,0,0,0,0,0,0,0
Cyprus,1970,0,0,0,0,0,0,0,0,0,0,0
Cyprus,1970,0,0,0,0,5,0,0,0,0,0,0
Cyprus,1970,0,0,0,0,0,0,0,0,0,0,0
Cyprus,1970,0,0,40,0,0,0,0,0,0,0,0
Cyprus,1970,0,0,2,0,0,0,0,0,0,0,0
Cyprus,1970,0,0,0,3,0,0,0,0,0,0,0
Cyprus,1970,0,0,0,0,0,0,0,0,0,0,0
Cyprus,1970,0,0,0,0,0,0,0,0,0,0,0
Cyprus,1970,0,0,0,0,0,0,0,0,0,0,0
Cyprus,1970,0,0,0,0,52,0,0,0,0,0,0
Cyprus,1970,0,0,0,0,4,0,0,0,0,0,0
Cyprus,1970,0,0,0,0,101,0,0,0,0,0,0
Cyprus,1970,0,0,0,0,0,0,0,0,0,0,0
Czechia,1970,0,1,0,0,0,0,0,0,0,0,0
Czechia,1970,0,29,0,0,0,0,0,0,0,0,0
Czechia,1970,0,6,0,0,0,0,0,0,0,0,0
Czechia,1970,0,0,0,0,0,0,0,0,0,0,0
Czechia,1970,0,18,0,2,0,0,0,0,0,0,0
Czechia,1970,0,1,0,0,2,0,0,0,0,0,0
Czechia,1970,0,6,0,0,13,0,0,0,0,0,0
Czechia,1970,0,13,0,2,0,0,0,0,0,0,0
Czechia,1970,0,11,0,0,12,0,0,0,0,0,0
Czechia,1970,0,15,0,0,0,0,0,0,0,0,0
Czechia,1970,0,0,0,6,0,0,0,0,0,0,0
Czechia,1970,0,0,0,0,0,0,0,0,0,0,0
Czechia,1970,0,0,0,4,0,0,0,0,0,0,0
Czechia,1970,0,0,0,2,0,0,0,0,0,0,0
Czechia,1970,0,0,0,0,0,0,0,0,0,0,0
Czechia,1970,0,0,0,1,0,0,0,0,0,0,0
Czechia,1970,0,0,0,1,279,0,0,0,0,0,0
Czechia,1970,0,0,0,0,418,0,0,0,0,0,0
Czechia,1970,0,0,0,0,32,0,0,0,0,0,0
Czechia,1970,0,0,0,0,3,0,0,0,0,0,0
Czechoslovakia,1970,0,0,0,0,0,0,0,0,0,0,0
Czechoslovakia,1970,0,0,0,0,0,0,0,0,0,0,0
Czechoslovakia,1970,0,0,0,0,0,0,0,0,0,0,0
Czechoslovakia,1970,0,0,0,0,0,0,0,0,0,0,0
Czechoslovakia,1970,0,0,0,0,0,0,0,0,0,10,0
Czechoslovakia,1970,0,0,0,0,0,0,0,0,0,14,0
Democratic Republic of Congo,1970,0,0,0,0,0,0,0,0,0,0,0
Democratic Republic of Congo,1970,0,0,0,0,0,0,0,0,0,0,0
Democratic Republic of Congo,1970,0,0,0,0,0,0,0,0,0,0,0
Democratic Republic of Congo,1970,0,223,0,0,0,0,0,0,0,0,0
Democratic Republic of Congo,1970,0,23,0,0,0,0,0,0,0,0,0
Democratic Republic of Congo,1970,0,39,0,0,0,0,0,0,0,0,0
Democratic Republic of Congo,1970,0,0,0,0,0,0,0,0,0,0,0
Democratic Republic of Congo,1970,0,2,0,0,0,0,0,0,0,0,0
Democratic Republic of Congo,1970,0,50,0,0,0,0,0,0,0,12,0
Democratic Republic of Congo,1970,0,40,0,0,0,200,0,0,0,0,0
Democratic Republic of Congo,1970,0,1,0,28,0,0,0,0,0,0,0
Democratic Republic of Congo,1970,0,1,0,3,0,0,0,0,0,0,0
Democratic Republic of Congo,1970,0,32,0,0,0,0,0,0,0,0,0
Democratic Republic of Congo,1970,0,15,11,10,0,0,0,0,0,0,0
Democratic Republic of Congo,1970,0,0,0,0,0,0,0,0,0,0,0
Democratic Republic of Congo,1970,0,0,0,0,0,0,0,0,0,46,0
Democratic Republic of Congo,1971,0,0,0,0,0,0,0,0,0,0,0
Democratic Republic of Congo,1971,0,1,0,0,0,0,0,0,0,0,0
Democratic Republic of Congo,1971,0,154,0,0,0,0,0,0,0,11,0
Democratic Republic of Congo,1971,0,49,3,0,0,0,0,0,0,0,0
Democratic Republic of Congo,1971,0,50,0,0,0,0,0,0,0,0,0
Democratic Republic of Congo,1971,0,105,0,0,0,0,0,0,0,174,0
Democratic Republic of Congo,1971,0,51,0,0,0,0,0,0,0,0,0
Democratic Republic of Congo,1971,0,43,0,0,0,0,0,0,0,37,0
Democratic Republic of Congo,1971,0,83,0,0,0,0,0,0,0,0,0
Democratic Republic of Congo,1971,0,3014,0,0,0,0,0,0,0,72,0
Democratic Republic of Congo,1971,0,0,24,0,0,0,0,0,0,0,0
Democratic Republic of Congo,1971,0,0,9,0,0,0,0,0,0,0,0
Democratic Republic of Congo,1971,0,0,6,8,0,0,0,0,0,0,0
Democratic Republic of Congo,1971,0,0,0,2,0,0,0,0,0,0,0
Democratic Republic of Congo,1971,0,0,0,0,0,147,0,0,0,0,0
Democratic Republic of Congo,1971,0,0,0,0,0,32,0,0,0,0,0
Democratic Republic of Congo,1971,0,0,0,0,0,0,0,0,0,154,0
Democratic Republic of Congo,1971,0,0,0,0,0,0,0,0,0,0,0
Denmark,1971,0,0,0,0,0,0,0,0,0,0,0
Denmark,1971,0,0,0,0,0,0,0,0,0,0,0
Denmark,1971,0,0,0,0,0,0,0,0,0,0,0
Denmark,1971,0,0,0,9,0,0,0,0,0,0,0
Denmark,1971,0,0,0,2,0,0,0,0,0,0,0
Denmark,1971,0,0,0,0,0,0,0,0,0,0,0
Denmark,1971,0,0,0,1,0,0,0,0,0,0,0
Denmark,1971,0,0,0,7,0,0,0,0,0,0,0
Denmark,1971,0,0,0,1,0,0,0,0,0,0,0
Denmark,1971,0,0,0,4,0,0,0,0,0,0,0
Denmark,1971,0,0,0,0,0,0,0,0,0,0,0
Denmark,1971,0,0,0,0,0,0,0,0,0,0,0
Denmark,1971,0,0,0,2,0,0,0,0,0,0,0
Denmark,1971,0,0,0,1,252,0,0,0,0,0,0
Djibouti,1971,0,0,0,0,0,0,0,0,0,0,0
Djibouti,1971,0,0,0,0,0,0,0,0,0,0,0
Djibouti,1971,0,0,0,0,0,0,0,0,0,0,0
Djibouti,1971,0,0,0,0,0,0,0,0,0,0,0
Djibouti,1971,0,0,0,0,0,0,0,0,0,0,0
Djibouti,1971,0,0,0,0,0,0,0,0,0,0,0
Djibouti,1971,0,0,0,0,0,0,0,0,0,0,0
Djibouti,1971,0,0,0,0,0,0,0,0,0,0,0
Djibouti,1971,0,0,0,0,0,0,0,0,0,0,0
Djibouti,1971,0,0,0,0,0,0,0,0,0,0,0
Djibouti,1971,0,0,0,0,0,0,0,0,0,0,0
Djibouti,1971,0,0,0,0,0,0,0,0,0,0,0
Djibouti,1971,0,0,0,0,0,0,0,0,0,0,0
Djibouti,1971,0,0,0,0,0,0,0,0,0,0,0
Djibouti,1971,0,0,0,0,0,0,0,0,0,0,0
Djibouti,1971,0,0,0,0,0,0,0,0,0,0,0
Djibouti,1971,0,25,0,0,0,0,0,0,0,0,0
Djibouti,1971,0,10,0,0,0,0,0,0,0,0,0
Djibouti,1971,0,0,0,0,0,0,0,0,0,0,0
Djibouti,1971,0,145,0,0,0,0,0,0,0,0,0
Djibouti,1971,0,51,0,0,0,0,0,0,0,0,0
Djibouti,1971,0,11,0,0,0,0,0,0,0,0,0
Djibouti,1971,0,8,0,0,0,0,0,0,0,0,0
Djibouti,1972,0,0,0,0,0,0,0,0,0,0,0
Djibouti,1972,0,0,0,2,0,0,0,0,0,0,0
Dominica,1972,0,0,0,0,0,0,0,0,0,0,0
Dominica,1972,0,0,0,2000,0,0,0,0,0,0,0
Dominica,1972,0,0,0,0,0,0,0,0,0,0,0
Dominica,1972,0,0,0,0,0,0,0,0,0,0,0
Dominica,1972,0,0,0,40,0,0,0,0,0,0,0
Dominica,1972,0,0,0,0,0,0,0,0,0,0,0
Dominica,1972,0,0,0,2,0,0,0,0,0,0,0
Dominica,1972,0,0,0,0,0,0,0,0,0,0,0
Dominica,1972,0,0,0,2,0,0,0,0,0,0,0
Dominica,1972,0,0,0,0,0,0,0,0,0,0,0
Dominica,1972,0,0,0,2,0,0,0,0,0,0,0
Dominica,1972,0,0,0,0,0,0,0,0,0,0,0
Dominica,1972,0,0,0,30,0,0,0,0,0,0,0
Dominica,1972,0,0,0,64,0,0,0,0,0,0,0
Dominican Republic,1972,0,0,0,0,0,0,0,0,0,0,0
Dominican Republic,1972,0,32,0,1400,0,0,0,0,0,0,0
Dominican Republic,1972,0,20,0,0,0,0,0,0,0,0,0
Dominican Republic,1972,0,12,0,0,0,0,0,0,0,0,0
Dominican Republic,1972,0,0,0,0,0,0,0,0,0,0,0
Dominican Republic,1972,0,10,0,0,0,0,0,0,0,0,0
Dominican Republic,1972,0,30,0,0,0,0,0,0,0,0,0
Dominican Republic,1972,0,3,0,24,0,0,0,0,0,0,0
Dominican Republic,1972,0,3,0,0,0,0,0,0,0,0,0
Dominican Republic,1972,0,10,3,8,0,0,0,0,0,0,0
Dominican Republic,1972,0,688,0,15,0,0,0,0,0,0,0
Dominican Republic,1972,0,3,0,9,0,0,0,0,0,0,0
Dominican Republic,1972,0,12,0,163,0,0,0,0,0,0,0
Dominican Republic,1972,0,7,0,0,0,0,0,0,0,0,0
Dominican Republic,1972,0,7,0,0,0,0,0,0,0,0,0
Dominican Republic,1972,0,4,0,7,0,0,0,0,0,0,0
Dominican Republic,1972,0,0,0,8,0,0,0,0,0,0,0
Dominican Republic,1972,0,0,0,0,0,0,0,0,0,0,0
Dominican Republic,1972,0,1,0,0,0,0,0,0,0,0,0
Dominican Republic,1972,0,2,0,0,0,0,0,0,0,0,0
Dominican Republic,1972,0,15,0,6,0,0,0,0,0,0,0
Dominican Republic,1972,0,0,0,0,0,0,0,0,0,0,0
Dominican Republic,1972,0,0,0,2,0,0,0,0,0,0,0
Dominican Republic,1972,0,35,0,3,0,0,0,0,0,0,0
Dominican Republic,1972,0,0,73,0,0,0,0,0,0,0,0
Dominican Republic,1972,0,0,0,2000,0,0,0,0,0,0,0
Dominican Republic,1972,0,0,0,400,0,0,0,0,0,0,0
Dominican Republic,1972,0,0,0,7,0,0,0,0,0,0,0
Dominican Republic,1972,0,0,0,74,0,0,0,0,0,0,0
Dominican Republic,1972,0,0,0,7,0,0,0,0,0,0,0
Dominican Republic,1972,0,0,0,12,0,0,0,0,0,0,0
Dominican Republic,1972,0,0,0,3,0,0,0,0,0,0,0
Dominican Republic,1972,0,0,0,0,0,0,0,0,0,0,0
Dominican Republic,1972,0,0,0,11,0,0,0,0,0,0,0
Dominican Republic,1972,0,0,0,347,0,0,0,0,0,0,0
Dominican Republic,1972,0,0,0,3,0,0,0,0,0,0,0
Dominican Republic,1972,0,0,0,13,0,0,0,0,0,0,0
Dominican Republic,1972,0,0,0,5,0,0,0,0,0,0,0
Dominican Republic,1972,0,0,0,6,0,0,0,0,0,0,0
Dominican Republic,1972,0,0,0,2,0,0,0,0,0,0,0
Dominican Republic,1972,0,0,0,0,0,0,0,0,0,0,0
Dominican Republic,1972,0,0,0,0,0,0,0,0,0,0,0
East Germany,1973,0,0,0,0,0,0,0,0,0,0,0
East Germany,1973,0,0,0,0,0,0,0,0,0,0,0
East Timor,1973,0,1,0,0,0,0,0,0,0,0,0
East Timor,1973,0,0,0,0,0,0,0,0,0,0,0
East Timor,1973,0,1,0,0,0,0,0,0,0,0,0
East Timor,1973,0,3,0,0,0,0,0,0,0,0,0
East Timor,1973,0,0,0,0,0,0,0,0,0,0,0
East Timor,1973,0,0,0,0,0,0,0,0,0,0,0
East Timor,1973,0,3,0,0,0,0,0,0,0,0,0
East Timor,1973,0,0,0,0,0,0,0,0,0,0,0
East Timor,1973,0,0,0,0,0,0,0,0,0,0,0
East Timor,1973,0,0,0,41,0,0,0,0,0,0,0
Ecuador,1973,0,0,0,0,0,0,0,0,0,0,0
Ecuador,1973,0,137,0,0,0,0,0,0,0,0,0
Ecuador,1973,0,3,0,0,0,0,0,0,0,0,0
Ecuador,1973,0,14,0,0,0,0,0,0,0,0,0
Ecuador,1973,0,0,0,0,0,0,0,0,0,24,0
Ecuador,1973,0,50,0,0,0,0,0,0,0,0,0
Ecuador,1973,0,71,0,0,0,0,0,0,0,0,0
Ecuador,1973,0,0,0,0,0,0,0,0,0,0,0
Ecuador,1973,0,0,0,0,0,0,0,0,0,0,0
Ecuador,1973,0,20,29,0,0,0,0,0,0,0,0
Ecuador,1973,0,0,0,0,0,0,0,0,0,20,0
Ecuador,1973,0,0,0,0,0,0,0,0,0,25,0
Ecuador,1973,0,68,0,0,0,0,0,0,0,0,0
Ecuador,1973,0,239,0,0,0,0,0,0,0,100,0
Ecuador,1973,0,0,5002,0,0,0,0,0,0,100,0
Ecuador,1973,0,35,0,0,0,0,0,0,0,0,0
Ecuador,1973,0,22,0,0,0,0,0,0,0,0,0
Ecuador,1973,0,108,3,0,0,0,0,0,0,0,0
Ecuador,1973,0,34,0,0,0,0,0,0,0,44,0
Ecuador,1973,0,58,0,0,0,0,0,0,0,0,0
Ecuador,1973,0,31,0,0,0,0,0,0,60,0,0
Ecuador,1973,0,0,0,0,0,0,0,0,0,0,0
Ecuador,1973,0,16,0,0,0,5,0,0,0,0,0
Ecuador,1973,0,41,0,0,0,0,0,0,0,0,0
Ecuador,1973,0,0,0,0,0,0,0,0,0,7,0
Ecuador,1973,0,29,0,0,0,0,0,0,0,0,0
Ecuador,1973,0,12,0,0,0,0,0,0,0,0,0
Ecuador,1973,0,9,673,0,0,0,0,0,0,0,0
Ecuador,1973,0,14,0,0,0,0,0,0,0,2,0
Ecuador,1973,0,0,0,0,0,0,0,0,0,0,0
Ecuador,1973,0,6,0,0,0,0,0,0,0,0,0
Ecuador,1973,0,76,1,0,0,0,0,0,0,0,0
Ecuador,1973,0,30,14,0,0,0,0,0,0,75,0
Ecuador,1973,0,6,0,0,0,0,0,0,0,0,0
Ecuador,1973,0,0,40,0,0,0,0,0,0,0,0
Ecuador,1973,0,0,200,0,0,0,0,0,0,0,0
Ecuador,1973,0,0,6000,0,0,0,0,0,0,0,0
Ecuador,1973,0,0,20,0,0,1,0,0,0,60,0
Ecuador,1973,0,0,8,0,0,0,0,0,0,0,0
Ecuador,1973,0,0,4,0,0,0,0,0,0,0,0
Ecuador,1973,0,0,3,0,0,0,0,0,0,0,0
Ecuador,1973,0,0,27,0,0,0,0,0,0,0,0
Ecuador,1973,0,0,3,0,0,0,0,0,0,0,0
Ecuador,1974,0,0,0,0,0,0,0,0,0,0,0
Ecuador,1974,0,0,0,0,0,0,0,0,0,0,0
Ecuador,1974,0,0,0,0,0,0,0,0,0,0,0
Ecuador,1974,0,0,0,0,0,0,0,0,0,0,0
Ecuador,1974,0,0,0,0,0,0,0,0,0,190,0
Ecuador,1974,0,0,0,0,0,0,0,0,0,50,0
Ecuador,1974,0,0,0,0,0,0,0,0,0,460,0
Egypt,1974,0,0,0,0,0,0,0,0,0,0,0
Egypt,1974,0,15,0,0,0,0,0,0,0,0,0
Egypt,1974,0,50,0,3,0,0,0,0,0,0,0
Egypt,1974,0,1,0,0,0,0,0,0,0,0,0
Egypt,1974,0,600,0,0,0,0,0,0,0,0,0
Egypt,1974,0,7,10,0,32,0,0,0,0,0,0
Egypt,1974,0,12,0,0,22,0,0,0,0,0,0
Egypt,1974,0,4,0,18,0,0,0,0,0,0,0
Egypt,1974,0,18,0,0,0,0,0,0,0,0,0
Egypt,1974,0,27,0,31,0,0,0,0,0,0,0
Egypt,1974,0,40,0,0,0,0,0,0,0,0,0
Egypt,1974,0,3,0,0,0,0,0,0,0,0,0
Egypt,1974,0,0,12,0,0,0,0,0,0,0,0
Egypt,1974,0,0,20,0,0,0,0,0,0,0,0
Egypt,1974,0,0,2,0,0,0,0,0,0,0,0
Egypt,1974,0,0,552,0,0,0,0,0,0,0,0
Egypt,1974,0,0,0,30,0,0,0,0,0,0,0
Egypt,1974,0,0,0,13,0,0,0,0,0,0,0
Egypt,1974,0,0,0,31,110,0,0,0,0,0,0
Egypt,1974,0,0,0,26,0,0,0,0,0,0,0
Egypt,1974,0,0,0,0,3,0,0,0,0,0,0
Egypt,1974,0,0,0,0,0,0,0,0,34,0,0
Egypt,1974,0,0,0,0,0,0,0,0,98,0,0
El Salvador,1974,0,500,20,0,0,0,0,0,0,0,0
El Salvador,1974,0,0,0,0,0,0,0,0,0,0,0
El Salvador,1974,0,0,0,475,0,0,0,0,0,0,0
El Salvador,1974,0,0,1159,0,0,0,0,0,0,0,0
El Salvador,1974,0,0,0,275,0,0,0,0,0,0,0
El Salvador,1974,0,1,0,12,0,0,0,0,0,0,0
El Salvador,1974,0,0,0,0,0,0,0,0,0,0,0
El Salvador,1974,0,4,0,0,0,0,0,0,0,0,0
El Salvador,1974,0,0,1,0,0,0,0,0,0,0,0
El Salvador,1974,0,33,0,0,0,0,0,0,0,22,0
El Salvador,1974,0,10,0,0,0,0,0,0,0,0,0
El Salvador,1974,0,2,0,0,0,0,0,0,0,0,0
El Salvador,1974,0,8,0,0,0,0,0,0,0,0,0
El Salvador,1974,0,7,0,0,0,0,0,0,0,0,0
El Salvador,1974,0,2,0,1,0,0,0,0,0,0,0
El Salvador,1974,0,1,0,0,0,0,0,0,0,0,0
El Salvador,1974,0,48,1,69,0,2,0,0,0,0,0
El Salvador,1974,0,2,0,0,0,0,0,0,0,0,0
El Salvador,1974,0,30,0,0,0,0,0,0,0,0,0
El Salvador,1974,0,35,0,0,0,0,0,0,0,0,0
El Salvador,1974,0,5,0,0,0,0,0,0,0,0,0
El Salvador,1974,0,0,400,0,0,0,0,0,0,0,0
El Salvador,1974,0,0,1100,0,0,0,0,0,0,0,0
El Salvador,1974,0,0,125,0,0,0,0,0,0,0,0
El Salvador,1974,0,0,1100,0,0,0,0,0,0,0,0
El Salvador,1974,0,0,0,0,1,0,0,0,0,0,0
El Salvador,1975,0,0,0,2000,0,0,0,0,0,0,0
El Salvador,1975,0,0,0,2,0,0,0,0,0,0,0
El Salvador,1975,0,0,0,12,0,0,0,0,0,0,0
El Salvador,1975,0,0,0,4,0,0,0,0,0,0,0
El Salvador,1975,0,0,0,17,0,0,0,0,0,0,0
El Salvador,1975,0,0,0,10,0,0,0,0,0,0,0
El Salvador,1975,0,0,0,33,0,0,0,0,0,42,0
El Salvador,1975,0,0,0,11,0,0,0,0,0,0,0
El Salvador,1975,0,0,0,3,0,0,0,0,0,0,0
El Salvador,1975,0,0,0,0,0,0,0,0,0,0,0
El Salvador,1975,0,0,0,0,0,0,0,0,0,22,0
Eritrea,1975,0,0,0,3,0,0,0,0,0,0,0
Eritrea,1975,0,0,0,0,0,0,0,0,0,0,0
Eritrea,1975,0,0,0,0,0,0,0,0,0,0,0
Eritrea,1975,0,0,0,0,0,0,0,0,0,0,0
Eritrea,1975,0,0,0,0,0,0,0,0,0,0,0
Eritrea,1975,0,0,0,0,0,0,0,0,0,0,0
Eritrea,1975,0,0,0,0,0,0,0,0,0,0,0
Eritrea,1975,0,0,0,0,0,0,0,0,0,0,0
Estonia,1975,0,0,0,0,0,0,0,0,0,0,0
Estonia,1975,0,0,0,0,3,0,0,0,0,0,0
Estonia,1975,0,0,0,0,1,0,0,0,0,0,0
Estonia,1975,0,0,0,0,7,0,0,0,0,0,0
Estonia,1975,0,0,0,0,167,0,0,0,0,0,0
Eswatini,1975,500,0,0,0,0,0,0,0,0,0,0
Eswatini,1975,0,0,0,53,0,0,0,0,0,0,0
Eswatini,1975,0,0,0,0,0,0,0,0,0,0,0
Eswatini,1975,0,0,0,0,0,0,0,0,0,0,0
Eswatini,1975,0,0,0,0,0,0,0,0,0,0,0
Eswatini,1975,0,0,0,0,0,0,0,0,0,0,0
Eswatini,1975,0,0,0,0,0,0,0,0,0,0,0
Eswatini,1975,0,0,0,0,0,0,0,0,0,0,0
Eswatini,1975,0,0,0,0,0,0,0,0,0,0,0
Eswatini,1975,0,0,0,0,0,0,0,0,0,0,0
Eswatini,1975,0,0,0,0,0,0,0,0,0,0,0
Eswatini,1975,0,0,0,0,0,0,0,0,0,0,0
Eswatini,1975,0,0,0,0,0,0,0,0,0,0,0
Eswatini,1975,0,0,0,0,0,0,0,0,0,0,0
Eswatini,1975,0,0,0,0,0,0,0,0,0,0,0
Eswatini,1975,0,0,0,0,0,0,0,0,0,0,0
Eswatini,1975,0,0,0,0,0,0,0,0,0,0,0
Eswatini,1975,0,0,0,0,0,0,0,0,0,0,0
Eswatini,1975,0,11,0,0,0,0,0,0,0,0,0
Eswatini,1975,0,0,0,0,0,0,0,0,0,0,0
Eswatini,1975,0,0,0,1,0,0,0,0,0,0,0
Eswatini,1975,0,0,0,0,0,0,0,0,0,0,0
Eswatini,1975,0,0,0,0,0,0,0,0,0,0,0
Ethiopia,1975,2000,0,0,0,0,0,0,0,0,0,0
Ethiopia,1975,0,0,24,0,0,0,0,0,0,0,0
Ethiopia,1975,1669,0,0,0,0,0,0,0,0,0,0
Ethiopia,1975,19655,0,0,0,0,0,0,0,0,0,0
Ethiopia,1975,19655,0,0,0,0,0,0,0,0,0,0
Ethiopia,1975,19655,0,0,0,0,0,0,0,0,0,0
Ethiopia,1975,19655,7,0,0,0,64,0,0,0,0,0
Ethiopia,1975,19711,9,0,0,0,0,0,0,0,0,0
Ethiopia,1975,120294,0,0,0,0,0,0,0,0,0,0
Ethiopia,1975,179706,0,0,0,0,0,0,0,0,0,0
Ethiopia,1975,367,0,0,0,0,0,0,0,0,0,0
Ethiopia,1975,0,0,0,0,0,0,0,0,0,0,0
Ethiopia,1975,0,0,0,0,0,0,0,0,0,0,0
Ethiopia,1975,0,0,0,0,0,0,0,0,13,0,0
Ethiopia,1975,0,0,0,0,0,0,0,0,0,0,0
Ethiopia,1976,0,2,0,0,0,0,0,0,0,0,0
Ethiopia,1976,0,4,0,0,0,0,0,0,0,22,0
Ethiopia,1976,0,326,0,0,0,0,0,0,0,0,0
Ethiopia,1976,0,0,0,0,0,0,0,0,0,0,0
Ethiopia,1976,0,48,0,0,0,0,0,0,0,0,0
Ethiopia,1976,0,69,0,0,0,0,0,0,0,4,0
Ethiopia,1976,0,119,0,0,0,0,0,0,0,0,0
Ethiopia,1976,0,0,0,0,0,0,0,0,0,0,0
Ethiopia,1976,0,211,0,0,0,0,0,0,0,0,0
Ethiopia,1976,0,951,0,0,0,0,0,0,0,0,0
Ethiopia,1976,0,45,0,0,0,0,0,0,0,0,0
Ethiopia,1976,0,0,0,0,0,0,0,0,0,0,0
Ethiopia,1976,0,19,0,0,0,0,0,0,0,0,0
Ethiopia,1976,0,0,0,0,0,0,0,0,0,0,0
Ethiopia,1976,0,0,0,0,0,0,0,0,0,0,0
Ethiopia,1976,0,0,0,0,0,0,0,0,0,0,0
Ethiopia,1976,0,128,0,0,0,0,0,0,0,0,0
Ethiopia,1976,0,0,0,0,0,0,0,0,0,0,0
Ethiopia,1976,0,16,0,0,0,0,0,0,0,0,0
Ethiopia,1976,0,0,0,0,0,0,0,0,0,0,0
Ethiopia,1976,0,151,0,0,0,0,0,0,0,0,0
Ethiopia,1976,0,1,0,0,0,0,0,0,0,0,0
Ethiopia,1976,0,0,0,0,0,0,0,0,0,0,0
Ethiopia,1976,0,9,0,0,0,0,0,0,0,0,0
Ethiopia,1976,0,45,0,0,0,0,0,0,0,0,0
Ethiopia,1976,0,27,0,0,0,0,0,0,0,0,0
Ethiopia,1976,0,40,0,0,0,0,0,0,0,0,0
Ethiopia,1976,0,5,0,0,0,0,0,0,0,0,0
Ethiopia,1976,0,22,0,0,0,0,0,0,0,0,0
Ethiopia,1976,0,17,0,0,0,5,0,0,0,0,0
Ethiopia,1976,0,0,0,0,0,0,0,0,0,0,0
Ethiopia,1976,0,0,0,0,0,0,0,0,0,23,0
Ethiopia,1976,0,12,0,0,0,0,0,0,0,22,0
Ethiopia,1976,0,0,30,0,0,0,0,0,0,0,0
Ethiopia,1976,0,0,0,0,0,0,0,0,0,44,0
Europe,1976,1200000,0,0,0,0,0,0,0,0,0,0
Europe,1976,0,0,946,82,0,0,0,0,0,0,0
Europe,1976,0,6,4759,0,0,0,0,0,0,0,0
Europe,1976,0,100,36,21,0,0,0,0,0,0,0
Europe,1976,0,77,1,12,0,0,0,0,0,28,0
Europe,1976,0,82,14,28,0,0,0,0,0,18,0
Europe,1976,0,2,26,11,0,0,0,0,0,0,0
Europe,1976,0,29,274,55,0,0,0,0,0,98,0
Europe,1976,0,19,37,255,5,0,0,0,0,57,0
Europe,1976,0,120,274,89,25,0,0,0,50,0,0
Europe,1976,0,17,1,48,0,0,0,0,0,0,0
Europe,1976,0,164,1,37,41,0,0,0,0,299,0
Europe,1976,0,209,11,42,42,0,0,0,0,0,0
Europe,1976,0,7,2043,182,258,0,0,0,0,51,0
Europe,1976,0,133,14,102,139,0,0,0,0,29,0
Europe,1976,0,141,10,54,278,0,0,0,0,169,0
Europe,1976,0,106,144,229,348,0,0,0,0,97,0
Europe,1976,2,89,0,74,417,0,0,0,0,62,0
Europe,1976,0,110,0,40,1117,0,0,0,0,0,0
Europe,1976,0,317,33,83,441,0,0,0,0,126,0
Europe,1976,0,18,3,28,72272,0,0,0,0,0,0
Europe,1976,0,29,1,38,84,0,0,0,0,0,0
Europe,1976,0,163,0,58,638,0,0,0,0,9,0
Europe,1977,0,61,0,26,4621,0,0,0,0,4,0
Europe,1977,0,47,2,75,566,0,0,0,0,0,0
Europe,1977,0,177,2,67,56105,0,0,0,0,0,0
Europe,1977,0,207,24,1,1056,0,0,0,0,0,0
Europe,1977,0,25,34,56,95,0,0,0,8,0,0
Europe,1977,0,47,0,33,100,0,0,0,0,0,0
Europe,1977,0,2,1,43,61671,0,0,11,0,12,0
Europe,1977,0,43,0,63,0,0,0,0,0,11,0
Europe,1977,0,2,0,18,0,0,0,0,0,0,0
Europe,1977,0,6,0,0,0,700,0,0,0,0,0
Europe,1977,0,0,1600,0,0,0,0,0,0,0,0
Europe,1977,0,0,0,0,0,0,0,0,0,0,0
Europe,1977,0,1000,0,0,0,0,0,0,0,28,0
Europe,1977,0,0,210,88,0,0,0,0,0,0,0
Europe,1977,0,10,0,0,0,0,0,0,0,0,0
Europe,1977,0,163,0,0,0,0,0,0,0,92,0
Europe,1977,0,34,0,0,0,0,0,0,0,28,4000
Europe,1977,0,2161,516,0,0,0,0,0,0,0,0
Europe,1977,0,4,64,0,0,0,0,0,0,0,0
Europe,1977,0,77,0,26,0,0,0,0,0,0,0
Europe,1977,0,35,0,0,0,0,0,0,0,0,0
Europe,1977,0,445,31,347,0,0,0,0,0,0,0
Europe,1977,0,0,0,0,0,0,0,0,0,0,0
Europe,1977,0,58,70,37,0,0,0,0,0,101,0
